Question,Expected_SQL,Generated_SQL,Batch_Loss
"translate English to SQL: table ( year, game_or_event, date_contested, league_or_governing_body, sport, winning_team, losing_team, final_score ) | which winning team beat the new york yankees?",select winning team from table where losing team = new york yankees,select winning team from table where league or governing body = new york yankees,0.005755986087024212
"translate English to SQL: table ( crop_(kilotonnes), new_south_wales, victoria, queensland, western_australia, south_australia, tasmania, total ) | what's the total number of tasmania with new south wales crop of 190 kilotonnes",select count tasmania from table where new south wales = 190,select count tasmania from table where crop (kilotonnes) = 190,0.002452680142596364
"translate English to SQL: table ( approximate_age, virtues, psycho_social_crisis, significant_relationship, existential_question_[_not_in_citation_given ) | which examples ask the existential question ""can i love?""",select examples from table where existential question [ not in citation given ] = can i love?,select existential question [ not in citation given ] from table where existential question [ can i love,0.009060468524694443
"translate English to SQL: table ( rank, member_association, points, group_stage, play-off, afc_cup ) | how many countries got 796.7 points?",select count rank from table where points = 796.7,select count member association from table where points = 796.7,0.009060468524694443
"translate English to SQL: table ( rank, member_association, points, group_stage, play-off, afc_cup ) | in what group stage were 177.2 points awarded?",select count group stage from table where points = 177.2,select group stage from table where points = 177.2,0.009060468524694443
"translate English to SQL: table ( stadium, capacity, city, country, tenant, opening ) | what is the maximum capacity of the otkrytie arena stadium?",select max capacity from table where stadium = otkrytie arena,select max capacity from table where stadium = otkrytie arena stadium,0.0038418760523200035
"translate English to SQL: table ( stadium, capacity, city, country, tenant, opening ) | when did the stadium where bursaspor is the tenant open?",select min opening from table where tenant = bursaspor,select opening from table where tenant = bursaspor,0.0038418760523200035
"translate English to SQL: table ( particulars_and_characteristics, shivalik_zone, mid-hill_zone, high_hill_zone, trance-_n_himalaya_zone ) | for mid-hill zone what is the altitude?",select mid-hill zone from table where particulars and characteristics = altitude,select mid-hill zone from table where mid-hill zone = altitude,0.008534567430615425
"translate English to SQL: table ( particulars_and_characteristics, shivalik_zone, mid-hill_zone, high_hill_zone, trance-_n_himalaya_zone ) | what are the climatic conditions for the trance- n himalaya zone?",select trance- n himalaya zone from table where particulars and characteristics = climatic conditions,select trance- n himalaya zone from table,0.008534567430615425
"translate English to SQL: table ( country, players, standard, minor, first_title, last_title ) | what's the standard of the country who won its first title in 1992?",select max standard from table where first title = 1992,select standard from table where first title = 1992,0.008534567430615425
"translate English to SQL: table ( country, players, standard, minor, first_title, last_title ) | in what year was the last last title received, by any of the countries?",select max last title from table,select last title from table where country = any of the countries,0.008534567430615425
"translate English to SQL: table ( no._in_series, no._in_season, title, directed_by, written_by, original_air_date, u.s._viewers_(millions) ) | what is the original air date for episode 15 of season 6?",select original air date from table where no. in season = 15,select original air date from table where no. in season = 6,0.011536704376339912
"translate English to SQL: table ( season, driver, team, engine, poles, wins, podiums, points, margin_of_defeat ) | how many drivers on the williams team had a margin of defeat of 2?",select count driver from table where team = williams and margin of defeat = 2,select count driver from table where margin of defeat = 2 and team = williams,0.011536704376339912
"translate English to SQL: table ( village_(german), village_(slovene), number_of_people_1991, percent_of_slovenes_1991, percent_of_slovenes_1951 ) | what was the percent of slovenes 1951 for bach?",select percent of slovenes 1951 from table where village (german) = bach,select percent of slovenes 1951 from table where village (slovene) = bach,0.003964239731431007
"translate English to SQL: table ( pick_#, cfl_team, player, position, college ) | what college's team is the saskatchewan roughriders?",select college from table where cfl team = saskatchewan roughriders,select college from table where player = saskatchewan roughriders,0.003964239731431007
"translate English to SQL: table ( pick_#, cfl_team, player, position, college ) | how many people were pick #30?",select count position from table where pick # = 30,select count player from table where pick # = 30,0.003964239731431007
"translate English to SQL: table ( pick_#, cfl_team, player, position, college ) | what college had a lb in the draft?",select college from table where position = lb,select college from table where cfl team = lb,0.003964239731431007
"translate English to SQL: table ( name_of_lava_dome, country, volcanic_area, composition, last_eruption_or_growth_episode ) | which lava domes erupted or had a growth episode during the holocene period?",select name of lava dome from table where last eruption or growth episode = holocene,select name of lava dome from table where last eruption or growth episode = holocene period,0.003964239731431007
"translate English to SQL: table ( name_of_lava_dome, country, volcanic_area, composition, last_eruption_or_growth_episode ) | how many countries are the tata sabaya lava domes located in?",select count country from table where name of lava dome = tata sabaya lava domes,select count country from table where name of lava dome = tata sabaya,0.0016142195090651512
"translate English to SQL: table ( title, system, publisher, product_no., compatible_with_20/60gb_ntsc_ps3_(cecha/cechb), compatible_with_60gb_pal/80gb_ntsc_ps3_(cechc/ceche) ) | what is the total number of james bond 007: everything or nothing for each system?",select count system from table where title = james bond 007: everything or nothing,select count product no. from table where system = james bond 007: everything or nothing,0.005610866472125053
"translate English to SQL: table ( title, system, publisher, product_no., compatible_with_20/60gb_ntsc_ps3_(cecha/cechb), compatible_with_60gb_pal/80gb_ntsc_ps3_(cechc/ceche) ) | which james bond 007: agent under fire from electronic arts is compatible with 60 gb pal/80 gb ntsc ps3 (cechc/ceche)?",select compatible with 60gb pal/80gb ntsc ps3 (cechc/ceche) from table where publisher = electronic arts and title = james bond 007: agent under fire,select compatible with 60gb pal/80gb ntsc ps3 (cechc/ceche) from table where system = electronic arts and title = james bond 007: agent under fire from electronic arts,0.005610866472125053
"translate English to SQL: table ( vehicle_numbers, vehicle_types, livery, location, status ) | what is the location when the status is in service as coaching stock?",select location from table where status = in service as coaching stock,select location from table where status = service as coaching stock,0.003655390813946724
"translate English to SQL: table ( series_#, episode_#, title, directed_by, written_by, original_air_date ) | who directed the second episode of ""the homecoming"" which was written by tommy thompson?",select directed by from table where written by = tommy thompson,"select directed by from table where written by = tommy thompson and episode # = ""the homecoming""",0.003655390813946724
"translate English to SQL: table ( 1953, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | what percentage of the bronx voters occured when manhattan had 29.9% of voters?",select the bronx from table where manhattan = 29.9%,select bronx from table where manhattan = 29.9%,0.003655390813946724
"translate English to SQL: table ( 1953, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | what number of voters did the bronx have when the total number was 2054?",select the bronx from table where total = 2054,select count the bronx from table where total = 2054,0.012407606467604637
"translate English to SQL: table ( 1953, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | what number of voters did queens have when staten island had 295 voters?",select queens from table where richmond [staten is.] = 295,select queens from table where staten is. = 295,0.012407606467604637
"translate English to SQL: table ( 2013_republican_primary, manhattan, the_bronx, brooklyn, queens, staten_island, total, % ) | what was the total in brooklyn when manhattan was 3,139?","select brooklyn from table where manhattan = 3,139","select count brooklyn from table where manhattan = 3,139",0.012407606467604637
"translate English to SQL: table ( 2013_republican_primary, manhattan, the_bronx, brooklyn, queens, staten_island, total, % ) | who was the republican candidate in 2013 when staten island was 451?",select 2013 republican primary from table where staten island = 451,select republican primary from table where staten island = 451,0.012407606467604637
"translate English to SQL: table ( 2013_republican_primary, manhattan, the_bronx, brooklyn, queens, staten_island, total, % ) | what was the amount in staten island when the bronx was 1,281?","select staten island from table where the bronx = 1,281","select staten island from table where bronx = 1,281",0.012407606467604637
"translate English to SQL: table ( 1921, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | the candidate who received 133 votes in the bronx won what percentage overall?",select % from table where the bronx = 133,select sum the bronx from table where bronx = 133,0.012407606467604637
"translate English to SQL: table ( 1921, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | which candidate won 88 votes in queens in 1921?",select 1921 from table where queens = 88,select queens from table where 1921 = 88,0.01887458562850952
"translate English to SQL: table ( 1921, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | how many votes in brooklyn were won by the candidate who won 321 votes in manhattan?",select brooklyn from table where manhattan = 321,select count brooklyn from table where manhattan = 321,0.01887458562850952
"translate English to SQL: table ( 1921, party, manhattan, the_bronx, brooklyn, queens, richmond_[staten_is. ) | the man who received 87,676 votes in queens won what percentage of the total for the election?","select % from table where queens = 87,676","select count queens from table where queens = 87,676",0.01887458562850952
"translate English to SQL: table (!_late_1941, late_1942, sept._1943, late_1943, late_1944, 1978_veteran_membership ) | name the most late 1943 with late 194 in slovenia",select max late 1943 from table where! late 1941 = slovenia,select max late 1943 from table where late 194 = slovenia,0.01887458562850952
"translate English to SQL: table (!_late_1941, late_1942, sept._1943, late_1943, late_1944, 1978_veteran_membership ) | what is the late 1941 when 1978 veteran membership is 20000",select! late 1941 from table where 1978 veteran membership = 20000,select late 1941 from table where 1978 veteran membership = 20000,0.01887458562850952
"translate English to SQL: table ( player, games_played, attempts, yards, touchdowns, longest_run ) | what was eric dickerson's longest run?",select count longest run from table where player = eric dickerson,select longest run from table where player = eric dickerson,0.01887458562850952
"translate English to SQL: table ( player, games_played, attempts, yards, touchdowns, longest_run ) | how many attempts did charles white make?",select min attempts from table where player = charles white,select attempts from table where player = charles white,0.005183007568120956
"translate English to SQL: table ( team, stadium, capacity, highest, lowest, average ) | what was the highest amount of people that attended the elgin city team?",select count highest from table where team = elgin city,select max highest from table where team = elgin city,0.005183007568120956
"translate English to SQL: table ( team, stadium, capacity, highest, lowest, average ) | the firs park stadium had the lowest average attendence of what?",select min average from table where stadium = firs park,select min average from table where stadium = firs park stadium,0.005183007568120956
"translate English to SQL: table ( team, stadium, capacity, highest, lowest, average ) | the gayfield park stadium had a highest attendance of what?",select max highest from table where stadium = gayfield park,select max highest from table where stadium = gayfield park stadium,0.005183007568120956
"translate English to SQL: table ( team, stadium, capacity, highest, lowest, average ) | the stenhousemuir team had how many highest attendances?",select count highest from table where team = stenhousemuir,select max highest from table where team = stenhousemuir,0.005183007568120956
"translate English to SQL: table ( team, stadium, capacity, lowest, highest, average ) | what is pittodrie stadium's maximum capacity?",select max capacity from table where stadium = pittodrie,select max capacity from table where stadium = pittodrie stadium,0.007199871353805065
"translate English to SQL: table ( team, stadium, capacity, lowest, highest, average ) | what are the highest recorded attendance rates of the stadiums with an average attendance of 4752?",select highest from table where average = 4752,select max highest from table where average = 4752,0.007199871353805065
"translate English to SQL: table ( player, w-l_(total), w-l_(_singles_), w-l_(_doubles_), ties, debut, years_played ) | during the 2013 debut, what is the w-i(total) number?",select count w-l (total) from table where debut = 2013,select w-l ( total) from table where debut = 2013,0.018247373402118683
"translate English to SQL: table ( year, title, format, studio, release_date, copyright_information, catalog_number ) | what is the format of ""callanetics: 10 years younger in 10 hours""?",select format from table where title = callanetics: 10 years younger in 10 hours,"select format from table where title = ""callanetics: 10 years younger in 10 hours""",0.018247373402118683
"translate English to SQL: table ( year, title, format, studio, release_date, copyright_information, catalog_number ) | how many titles have the name ""quick callanetics""?",select count catalog number from table where title = quick callanetics,select count title from table where title = quick callanetics,0.018247373402118683
"translate English to SQL: table ( year, title, format, studio, release_date, copyright_information, catalog_number ) | who creates the catalog with the number ""cal03 / 0091037137333""?",select studio from table where catalog number = cal03 / 0091037137333,select catalog number from table where title = cal03 / 0091037137333,0.018247373402118683
"translate English to SQL: table ( #, episode, air_date, timeslot_(est), rating, share, 18–49_rating, viewers_(millions), rank ) | what was the # for the episode ""the birthday present""?","select max # from table where episode = ""the birthday present""","select # from table where episode = ""the birthday present""",0.004527978133410215
"translate English to SQL: table ( #, episode, air_date, timeslot_(est), rating, share, 18–49_rating, viewers_(millions), rank ) | what was the # for the episode ""the wedding""?","select max # from table where episode = ""the wedding""","select # from table where episode = ""the wedding""",0.004527978133410215
"translate English to SQL: table ( country/region, show_title, languages, host, channel, premiere, seasons, status ) | what is the premiere on the mega channel?",select premiere from table where channel = mega channel,select premiere from table where channel = mega,0.004527978133410215
"translate English to SQL: table ( state_(linked_to_summaries_below), senator, party, electoral_history, result, candidates_winning_candidate_in_bold ) | who were the winners in west virginia",select candidates winning candidate in bold from table where state (linked to summaries below) = west virginia,select candidates winning candidate in bod from table where state (linked to summaries below) = west virginia,0.008048903197050095
"translate English to SQL: table ( state_(linked_to_summaries_below), senator, party, electoral_history, result, candidates_winning_candidate_in_bold ) | who won the senate seat in arkansas",select senator from table where state (linked to summaries below) = arkansas,select senator from table where electoral history = arkansas,0.008048903197050095
"translate English to SQL: table ( information, dysart, shadow_ridge, valley_vista, willow_canyon ) | what is the dysart of the principal?",select dysart from table where information = principal,select dysart from table where willow canyon = principal,0.008048903197050095
"translate English to SQL: table ( information, dysart, shadow_ridge, valley_vista, willow_canyon ) | what is the willow canyon of stallion?",select willow canyon from table where shadow ridge = stallion,select willow canyon from table where dysart = stallion,0.008048903197050095
"translate English to SQL: table ( information, dysart, shadow_ridge, valley_vista, willow_canyon ) | name the valley vista of anthony capuano",select valley vista from table where willow canyon = anthony capuano,select valley vista from table where dysart = anthony capuano,0.008048903197050095
"translate English to SQL: table ( information, dysart, shadow_ridge, valley_vista, willow_canyon ) | how many informations does michael hawkins have?",select count information from table where shadow ridge = michael hawkins,select count information from table where willow canyon = michael hawkins,0.005138111766427755
"translate English to SQL: table ( round, grand_prix, pole_position, fastest_lap, winning_driver, winning_constructor, report ) | how many total rounds did damon hill come in first place?",select count round from table where winning driver = damon hill,select count round from table where winning constructor = damon hill,0.005138111766427755
"translate English to SQL: table ( round, grand_prix, pole_position, fastest_lap, winning_driver, winning_constructor, report ) | who drove the winning car constructed by jordan - mugen-honda?",select winning driver from table where winning constructor = jordan - mugen-honda,select winning constructor from table where winning constructor = jordan - mugen-honda,0.005138111766427755
"translate English to SQL: table ( round, grand_prix, pole_position, fastest_lap, winning_driver, winning_constructor, report ) | name the grand prix with a driver of michael schumacher and a round of 7?",select grand prix from table where winning driver = michael schumacher and fastest lap = michael schumacher and round = 7,select grand prix from table where winning driver = michael schumacher and round = 7,0.014871355146169662
"translate English to SQL: table ( rnd, race, date, location, pole_position, fastest_lap, race_winner, constructor, report ) | what is the pole position of paul ricard?",select pole position from table where location = paul ricard,select pole position from table where race = paul ricard,0.004250252619385719
"translate English to SQL: table ( race_name, circuit, date, winning_driver, constructor, report ) | which driver won the i race of champions?",select winning driver from table where race name = i race of champions,select winning driver from table where race name = i and circuit = champions,0.004250252619385719
"translate English to SQL: table ( race_name, circuit, date, winning_driver, constructor, report ) | how many winners did i dessau autobahnspinne have?",select count winning driver from table where race name = i dessau autobahnspinne,select count winning driver from table where circuit = i dessau autobahnspinne,0.0014344616793096066
"translate English to SQL: table ( week, date, opponent, result, kickoff_[a ) | what's the week where attendance is 77,098","select week from table where attendance = 77,098","select week from table where result = 77,098",0.008702929131686687
"translate English to SQL: table ( week, date, opponent, result, kickoff_[a ) | what's the record where attendance is 61,350","select record from table where attendance = 61,350","select record from table where result = 61,350",0.008702929131686687
"translate English to SQL: table ( race_name, circuit, date, winning_driver, constructor, report ) | would built the winning car in the iv j.c.c. jersey road race?",select constructor from table where race name = iv j.c.c. jersey road race,select winning driver from table where race name = iv j.c.c. jersey road,0.0070499032735824585
"translate English to SQL: table ( season, season_premiere, season_finale, tv_season, ranking, viewers_(in_millions) ) | when did the season air where the viewership was 14.71 million?",select season premiere from table where viewers (in millions) = 14.71,select tv season from table where viewers (in millions) = 14.71,0.0070499032735824585
"translate English to SQL: table ( power_source, number_of_generators, power_capacity_(gw), %_of_total_capacity, capacity_factor, annual_energy_(billion_kwh), %_of_annual_production ) | what is the percentage of total capacity when the energy is 120.2?",select % of total capacity from table where annual energy (billion kwh) = 120.2,select % of total capacity from table where energy (billion kwh) = 120.2,0.0070499032735824585
"translate English to SQL: table ( power_source, number_of_generators, power_capacity_(gw), %_of_total_capacity, capacity_factor, annual_energy_(billion_kwh), %_of_annual_production ) | what is the number of generators where the power capicity is 78.7?",select count number of generators from table where power capacity (gw) = 78.7,select count number of generators from table where power capicity (gw) = 78.7,0.0070499032735824585
"translate English to SQL: table ( power_source, number_of_generators, power_capacity_(gw), %_of_total_capacity, capacity_factor, annual_energy_(billion_kwh), %_of_annual_production ) | what is the % of total capacity when the generators is 4048?",select % of total capacity from table where number of generators = 4048,select % of total capacity from table where power generators = 4048,0.009029475972056389
"translate English to SQL: table ( model, engine_make/capacity, power_kw@rpm, torque_nm@rpm, transmission_make/type/speed, gvm_(kg)_technical_capacity, gcm_(kg)_technical_capacity ) | if the engine make/capacity is mwm 6.10 tca-euro iii (turbo intercooler) and gvm (kg) technical capacity is 23000, what is the torque nm@rpm?",select torque nm@rpm from table where gcm (kg) technical capacity = 23000 and engine make/capacity = mwm 6.10 tca-euro iii (turbo intercooler),select torque nm@rpm from table where engine make/capacity = mwm 6.10 tca-euro iii (turbo intercooler) and gvm (kg) technical capacity = 23000,0.009029475972056389
"translate English to SQL: table ( model, engine_make/capacity, power_kw@rpm, torque_nm@rpm, transmission_make/type/speed, gvm_(kg)_technical_capacity, gcm_(kg)_technical_capacity ) | what is the power kw@rpm of the 13.180 model?",select count power kw@rpm from table where model = 13.180,select power kw@rpm from table where model = 13.180,0.009029475972056389
"translate English to SQL: table ( model, engine_make/capacity, power_kw@rpm, torque_nm@rpm, transmission_make/type/speed, gvm_(kg)_technical_capacity, gcm_(kg)_technical_capacity ) | which model possesses a transmission make/type/speed of eaton fs-6306 a manual synchromesh 6 speed?",select model from table where transmission make/type/speed = eaton fs-6306 a manual synchromesh 6 speed,select model from table where transmission make/type/speed = eaton fs-6306 and engine make/capacity = manual synchromesh 6 speed,0.009029475972056389
"translate English to SQL: table ( comparisons, hub_base_class, emulated_class, semi-ddm_class, ddm_class ) | is drawing tablet support part of the semi-ddm class?",select semi-ddm class from table where comparisons = drawing tablet support,select semi-ddm class from table where semi-ddm class = drawing tablet support,0.009029475972056389
"translate English to SQL: table ( comparisons, hub_base_class, emulated_class, semi-ddm_class, ddm_class ) | is usb re-enumeration required part of the emulated class?",select emulated class from table where comparisons = usb re-enumeration required,select semi-ddm class from table where emulated class = usb,0.00997793860733509
"translate English to SQL: table ( comparisons, hub_base_class, emulated_class, semi-ddm_class, ddm_class ) | is wireless combo keyboard and mouse support part of the hub base class?",select hub base class from table where comparisons = wireless combo keyboard and mouse support,select hub base class from table where hub base class = wireless combo keyboard and mouse,0.00997793860733509
"translate English to SQL: table ( comparisons, hub_base_class, emulated_class, semi-ddm_class, ddm_class ) | is the drawing tablet support part of the ddm class?",select ddm class from table where comparisons = drawing tablet support,select semi-ddm class from table where ddm class = drawing tablet support,0.00997793860733509
"translate English to SQL: table ( comparisons, hub_base_class, emulated_class, semi-ddm_class, ddm_class ) | is wireless combo keyboard and mouse support part of the ddm class?",select ddm class from table where comparisons = wireless combo keyboard and mouse support,select ddm class from table where ddm class = wireless combo keyboard and mouse,0.00997793860733509
"translate English to SQL: table ( player, no., nationality, position, years_for_jazz, school/club_team ) | which forward player has the number 22?",select player from table where no. = 22 and position = forward,select player from table where no. = 22,0.00997793860733509
"translate English to SQL: table ( university_name, acronym, date_founded, website, official_registration_notes ) | are there registration notes on usek.edu.lb?",select official registration notes from table where website = usek.edu.lb,select official registration notes from table where university name = usek.edu.lb,0.0021057692356407642
"translate English to SQL: table ( university_name, acronym, date_founded, website, official_registration_notes ) | what year was usf founded?",select date founded from table where acronym = usf,select date founded from table where university name = usf,0.0021057692356407642
"translate English to SQL: table ( date, tournament, location, purse(_$_), winner, score, 1st_prize(_$_) ) | what is the tournament of aug 29?",select tournament from table where date = aug 29,select tournament from table where tournament = aug 29,0.006306652911007404
"translate English to SQL: table ( date, tournament, location, purse(_$_), winner, score, 1st_prize(_$_) ) | how many prizes were there at the transamerica?",select count 1st prize( $ ) from table where tournament = the transamerica,select count winner from table where tournament = transamerica,0.006306652911007404
"translate English to SQL: table ( date, tournament, location, purse(_$_), winner, score, 1st_prize(_$_) ) | what is the sum of the largest purse?",select max purse( $ ) from table,select sum purse( $ ) from table,0.006306652911007404
"translate English to SQL: table ( date, tournament, location, purse(_$_), winner, score, 1st_prize(_$_) ) | how many tournaments in texas had a purse higher than 330105.1624276874?",select count 1st prize( $ ) from table where location = texas and purse( $ ) > 330105.1624276874,select count tournament from table where location = texas and purse( $ ) > 330105.1624276874,0.006306652911007404
"translate English to SQL: table ( series_no., season_no., title, directed_by, written_by, original_air_date, production_code ) | what is the series number for the title ""bad influence""","select max series no. from table where title = ""bad influence""",select series no. from table where title = bad influence,0.0034763552248477936
"translate English to SQL: table ( car_plates_(since_1937), voivodeship_separate_city, capital, area_in_1000km2_(1930), population_in_1000_(1931) ) | list all areas within 1000 km in the city of lubelskie?",select area in 1000km2 (1930) from table where voivodeship separate city = lubelskie,select area in 1000km2 (1930) from table where capital = lubelskie,0.0034763552248477936
"translate English to SQL: table ( car_plates_(since_1937), voivodeship_separate_city, capital, area_in_1000km2_(1930), population_in_1000_(1931) ) | what is the population in the city of pomorskie?",select population in 1000 (1931) from table where voivodeship separate city = pomorskie,select population in 1000 km2 (1931) from table where capital = pomorskie,0.006191928870975971
"translate English to SQL: table ( car_plates_(since_1937), voivodeship_separate_city, capital, area_in_1000km2_(1930), population_in_1000_(1931) ) | list population when their car plates are 30-34.",select population in 1000 (1931) from table where car plates (since 1937) = 30-34,select population in 1000 (1931) from table where car plates (1937) = 30-34,0.006191928870975971
"translate English to SQL: table ( player, position, school, hometown, mlb_draft ) | what is the hometown of player jason place?",select hometown from table where player = jason place,select hometown from table where player = jason,0.0019485610537230968
"translate English to SQL: table ( player, position, school, hometown, mlb_draft ) | what school did the catcher attend?",select school from table where position = catcher,select school from table where player = catcher,0.0019485610537230968
"translate English to SQL: table ( player, position, school, hometown, mlb_draft ) | what school is he the catcher for?",select school from table where position = catcher,select school from table where player = catcher,0.006420566700398922
"translate English to SQL: table ( player, position, school, hometown, college ) | what offensive line player hailed from baton rouge, louisiana?","select player from table where position = offensive line and hometown = baton rouge, louisiana","select player from table where hometown = baton rouge, louisiana",0.006420566700398922
